altura,id,nombre,peso,tipo,url_de_imagen
0.9 m,196,Espeon,26.5 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/196.png
1 m,197,Umbreon,27 kg,Dark,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/197.png
0.5 m,198,Murkrow,2.1 kg,Dark,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/198.png
2 m,199,Slowking,79.5 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/199.png
0.7 m,200,Misdreavus,1 kg,Ghost,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/200.png
0.5 m,201,Unown,5 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/201.png
1.3 m,202,Wobbuffet,28.5 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/202.png
1.5 m,203,Girafarig,41.5 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/203.png
0.6 m,204,Pineco,7.2 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/204.png
1.2 m,205,Forretress,125.8 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/205.png
1.5 m,206,Dunsparce,14 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/206.png
1.1 m,207,Gligar,64.8 kg,Ground,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/207.png
9.2 m,208,Steelix,400 kg,Steel,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/208.png
0.6 m,209,Snubbull,7.8 kg,Fairy,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/209.png
1.4 m,210,Granbull,48.7 kg,Fairy,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/210.png
0.5 m,211,Qwilfish,3.9 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/211.png
1.8 m,212,Scizor,118 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/212.png
0.6 m,213,Shuckle,20.5 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/213.png
1.5 m,214,Heracross,54 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/214.png
0.9 m,215,Sneasel,28 kg,Dark,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/215.png
0.6 m,216,Teddiursa,8.8 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/216.png
1.8 m,217,Ursaring,125.8 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/217.png
0.7 m,218,Slugma,35 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/218.png
0.8 m,219,Magcargo,55 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/219.png
0.4 m,220,Swinub,6.5 kg,Ice,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/220.png
1.1 m,221,Piloswine,55.8 kg,Ice,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/221.png
0.6 m,222,Corsola,5 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/222.png
0.6 m,223,Remoraid,12 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/223.png
0.9 m,224,Octillery,28.5 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/224.png
0.9 m,225,Delibird,16 kg,Ice,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/225.png
2.1 m,226,Mantine,220 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/226.png
1.7 m,227,Skarmory,50.5 kg,Steel,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/227.png
0.6 m,228,Houndour,10.8 kg,Dark,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/228.png
1.4 m,229,Houndoom,35 kg,Dark,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/229.png
1.8 m,230,Kingdra,152 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/230.png
0.5 m,231,Phanpy,33.5 kg,Ground,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/231.png
1.1 m,232,Donphan,120 kg,Ground,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/232.png
0.6 m,233,Porygon2,32.5 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/233.png
1.4 m,234,Stantler,71.2 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/234.png
1.2 m,235,Smeargle,58 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/235.png
0.7 m,236,Tyrogue,21 kg,Fighting,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/236.png
1.4 m,237,Hitmontop,48 kg,Fighting,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/237.png
0.4 m,238,Smoochum,6 kg,Ice,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/238.png
0.6 m,239,Elekid,23.5 kg,Electric,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/239.png
0.7 m,240,Magby,21.4 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/240.png
1.2 m,241,Miltank,75.5 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/241.png
1.5 m,242,Blissey,46.8 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/242.png
1.9 m,243,Raikou,178 kg,Electric,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/243.png
2.1 m,244,Entei,198 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/244.png
2 m,245,Suicune,187 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/245.png
0.6 m,246,Larvitar,72 kg,Rock,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/246.png
1.2 m,247,Pupitar,152 kg,Rock,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/247.png
2 m,248,Tyranitar,202 kg,Rock,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/248.png
5.2 m,249,Lugia,216 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/249.png
3.8 m,250,Ho-Oh,199 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/250.png
0.6 m,251,Celebi,5 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/251.png
0.5 m,252,Treecko,5 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/252.png
0.9 m,253,Grovyle,21.6 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/253.png
1.7 m,254,Sceptile,52.2 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/254.png
0.4 m,255,Torchic,2.5 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/255.png
0.9 m,256,Combusken,19.5 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/256.png
1.9 m,257,Blaziken,52 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/257.png
0.4 m,258,Mudkip,7.6 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/258.png
0.7 m,259,Marshtomp,28 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/259.png
1.5 m,260,Swampert,81.9 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/260.png
0.5 m,261,Poochyena,13.6 kg,Dark,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/261.png
1 m,262,Mightyena,37 kg,Dark,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/262.png
0.4 m,263,Zigzagoon,17.5 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/263.png
0.5 m,264,Linoone,32.5 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/264.png
0.3 m,265,Wurmple,3.6 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/265.png
0.6 m,266,Silcoon,10 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/266.png
1 m,267,Beautifly,28.4 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/267.png
0.7 m,268,Cascoon,11.5 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/268.png
1.2 m,269,Dustox,31.6 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/269.png
0.5 m,270,Lotad,2.6 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/270.png
1.2 m,271,Lombre,32.5 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/271.png
1.5 m,272,Ludicolo,55 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/272.png
0.5 m,273,Seedot,4 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/273.png
1 m,274,Nuzleaf,28 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/274.png
1.3 m,275,Shiftry,59.6 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/275.png
0.3 m,276,Taillow,2.3 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/276.png
0.7 m,277,Swellow,19.8 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/277.png
0.6 m,278,Wingull,9.5 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/278.png
1.2 m,279,Pelipper,28 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/279.png
0.4 m,280,Ralts,6.6 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/280.png
0.8 m,281,Kirlia,20.2 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/281.png
1.6 m,282,Gardevoir,48.4 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/282.png
0.5 m,283,Surskit,1.7 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/283.png
0.8 m,284,Masquerain,3.6 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/284.png
0.4 m,285,Shroomish,4.5 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/285.png
1.2 m,286,Breloom,39.2 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/286.png
0.8 m,287,Slakoth,24 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/287.png
1.4 m,288,Vigoroth,46.5 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/288.png
2 m,289,Slaking,130.5 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/289.png
0.5 m,290,Nincada,5.5 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/290.png
0.8 m,291,Ninjask,12 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/291.png
0.8 m,292,Shedinja,1.2 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/292.png
0.6 m,293,Whismur,16.3 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/293.png
1 m,294,Loudred,40.5 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/294.png
1.5 m,295,Exploud,84 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/295.png
1 m,296,Makuhita,86.4 kg,Fighting,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/296.png
2.3 m,297,Hariyama,253.8 kg,Fighting,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/297.png
0.2 m,298,Azurill,2 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/298.png
1 m,299,Nosepass,97 kg,Rock,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/299.png
0.6 m,300,Skitty,11 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/300.png
1.1 m,301,Delcatty,32.6 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/301.png
0.5 m,302,Sableye,11 kg,Dark,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/302.png
0.6 m,303,Mawile,11.5 kg,Steel,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/303.png
0.4 m,304,Aron,60 kg,Steel,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/304.png
0.9 m,305,Lairon,120 kg,Steel,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/305.png
2.1 m,306,Aggron,360 kg,Steel,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/306.png
0.6 m,307,Meditite,11.2 kg,Fighting,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/307.png
1.3 m,308,Medicham,31.5 kg,Fighting,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/308.png
0.6 m,309,Electrike,15.2 kg,Electric,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/309.png
1.5 m,310,Manectric,40.2 kg,Electric,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/310.png
0.4 m,311,Plusle,4.2 kg,Electric,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/311.png
0.4 m,312,Minun,4.2 kg,Electric,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/312.png
0.7 m,313,Volbeat,17.7 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/313.png
0.6 m,314,Illumise,17.7 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/314.png
0.3 m,315,Roselia,2 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/315.png
0.4 m,316,Gulpin,10.3 kg,Poison,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/316.png
1.7 m,317,Swalot,80 kg,Poison,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/317.png
0.8 m,318,Carvanha,20.8 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/318.png
1.8 m,319,Sharpedo,88.8 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/319.png
2 m,320,Wailmer,130 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/320.png
14.5 m,321,Wailord,398 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/321.png
0.7 m,322,Numel,24 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/322.png
1.9 m,323,Camerupt,220 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/323.png
0.5 m,324,Torkoal,80.4 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/324.png
0.7 m,325,Spoink,30.6 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/325.png
0.9 m,326,Grumpig,71.5 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/326.png
1.1 m,327,Spinda,5 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/327.png
0.7 m,328,Trapinch,15 kg,Ground,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/328.png
1.1 m,329,Vibrava,15.3 kg,Ground,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/329.png
2 m,330,Flygon,82 kg,Ground,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/330.png
0.4 m,331,Cacnea,51.3 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/331.png
1.3 m,332,Cacturne,77.4 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/332.png
0.4 m,333,Swablu,1.2 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/333.png
1.1 m,334,Altaria,20.6 kg,Dragon,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/334.png
1.3 m,335,Zangoose,40.3 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/335.png
2.7 m,336,Seviper,52.5 kg,Poison,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/336.png
1 m,337,Lunatone,168 kg,Rock,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/337.png
1.2 m,338,Solrock,154 kg,Rock,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/338.png
0.4 m,339,Barboach,1.9 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/339.png
0.9 m,340,Whiscash,23.6 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/340.png
0.6 m,341,Corphish,11.5 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/341.png
1.1 m,342,Crawdaunt,32.8 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/342.png
0.5 m,343,Baltoy,21.5 kg,Ground,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/343.png
1.5 m,344,Claydol,108 kg,Ground,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/344.png
1 m,345,Lileep,23.8 kg,Rock,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/345.png
1.5 m,346,Cradily,60.4 kg,Rock,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/346.png
0.7 m,347,Anorith,12.5 kg,Rock,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/347.png
1.5 m,348,Armaldo,68.2 kg,Rock,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/348.png
0.6 m,349,Feebas,7.4 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/349.png
6.2 m,350,Milotic,162 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/350.png
0.3 m,351,Castform,0.8 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/351.png
1 m,352,Kecleon,22 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/352.png
0.6 m,353,Shuppet,2.3 kg,Ghost,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/353.png
1.1 m,354,Banette,12.5 kg,Ghost,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/354.png
0.8 m,355,Duskull,15 kg,Ghost,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/355.png
1.6 m,356,Dusclops,30.6 kg,Ghost,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/356.png
2 m,357,Tropius,100 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/357.png
0.6 m,358,Chimecho,1 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/358.png
1.2 m,359,Absol,47 kg,Dark,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/359.png
0.6 m,360,Wynaut,14 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/360.png
0.7 m,361,Snorunt,16.8 kg,Ice,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/361.png
1.5 m,362,Glalie,256.5 kg,Ice,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/362.png
0.8 m,363,Spheal,39.5 kg,Ice,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/363.png
1.1 m,364,Sealeo,87.6 kg,Ice,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/364.png
1.4 m,365,Walrein,150.6 kg,Ice,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/365.png
0.4 m,366,Clamperl,52.5 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/366.png
1.7 m,367,Huntail,27 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/367.png
1.8 m,368,Gorebyss,22.6 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/368.png
1 m,369,Relicanth,23.4 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/369.png
0.6 m,370,Luvdisc,8.7 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/370.png
0.6 m,371,Bagon,42.1 kg,Dragon,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/371.png
1.1 m,372,Shelgon,110.5 kg,Dragon,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/372.png
1.5 m,373,Salamence,102.6 kg,Dragon,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/373.png
0.6 m,374,Beldum,95.2 kg,Steel,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/374.png
1.2 m,375,Metang,202.5 kg,Steel,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/375.png
1.6 m,376,Metagross,550 kg,Steel,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/376.png
1.7 m,377,Regirock,230 kg,Rock,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/377.png
1.8 m,378,Regice,175 kg,Ice,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/378.png
1.9 m,379,Registeel,205 kg,Steel,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/379.png
1.4 m,380,Latias,40 kg,Dragon,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/380.png
2 m,381,Latios,60 kg,Dragon,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/381.png
4.5 m,382,Kyogre,352 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/382.png
3.5 m,383,Groudon,950 kg,Ground,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/383.png
7 m,384,Rayquaza,206.5 kg,Dragon,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/384.png
0.3 m,385,Jirachi,1.1 kg,Steel,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/385.png
1.7 m,386,Deoxys,60.8 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/386.png
0.4 m,387,Turtwig,10.2 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/387.png
1.1 m,388,Grotle,97 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/388.png
2.2 m,389,Torterra,310 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/389.png
0.5 m,390,Chimchar,6.2 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/390.png
